"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"DTYL","iPath US Treasury 10-year Bull ETN","76.61","$5.27M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtyl",
"DTUS","iPath US Treasury 2-year Bear ETN","30.68","$7.66M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtus",
"DTUL","iPath US Treasury 2-year Bull ETN","64.42","$4.26M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtul",
"DFVS","iPath US Treasury 5-year Bear ETN","28.74","$1.25M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvs",
"DFVL","iPath US Treasury 5-year Bull ETN","67.82","$4.9M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvl",
"FLAT","iPath US Treasury Flattener ETN","62.09","$3.49M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/flat",
"DLBS","iPath US Treasury Long Bond Bear ETN","16.2492","$17.04M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbs",
"DLBL","iPath US Treasury Long Bond Bull ETN","77.2","$5.4M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbl",
"STPP","iPath US Treasury Steepener ETN","31.28","$3.25M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/stpp",
"IPGP","IPG Photonics Corporation","140.37","$7.54B","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/ipgp",
"CSML","IQ Chaikin U.S. Small Cap ETF","25.62","$69.17M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csml",
"IRMD","iRadimed Corporation","8.45","$90.84M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/irmd",
"IRTC","iRhythm Technologies, Inc.","39.03","$867.57M","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/irtc",
"IRIX","IRIDEX Corporation","9.3","$107.37M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/irix",
"IRDM","Iridium Communications Inc","11.5","$1.12B","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdm",
"IRDMB","Iridium Communications Inc","354","$177M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdmb",
"IRBT","iRobot Corporation","101.99","$2.8B","2005","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/irbt",
"IRWD","Ironwood Pharmaceuticals, Inc.","17.74","$2.64B","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/irwd",
"IRCP","IRSA Propiedades Comerciales S.A.","50.93","$1.6B","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/ircp",
"PMPT","iSectors Post-MPT Growth ETF","25.15","$11.32M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pmpt",
"SLQD","iShares 0-5 Year Investment Grade Corporate Bond ETF","50.55","$432.2M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slqd",
"TLT","iShares 20+ Year Treasury Bond ETF","126.3","$7.62B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tlt",
"AIA","iShares Asia 50 ETF","56.96","$381.63M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aia",
"COMT","iShares Commodities Select Strategy ETF","31.94","$194.83M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/comt",
"IXUS","iShares Core MSCI Total International Stock ETF","58.34","$6.25B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ixus",
"FALN","iShares Fallen Angels USD Bond ETF","27.4099","$10.96M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/faln",
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","38.75","$42.63M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifeu",
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","29.62","$533.16M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifgl",
"IGF","iShares Global Infrastructure ETF","45.04","$1.68B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igf",
"GNMA","iShares GNMA Bond ETF","50.11","$175.39M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gnma",
"HYXE","iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF","52.12","$10.42M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hyxe",
"JKI","iShares Morningstar Mid-Cap ETF","149.2267","$387.99M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jki",
"ACWX","iShares MSCI ACWI ex US Index Fund","46.3","$2.33B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwx",
"ACWI","iShares MSCI ACWI Index Fund","66.4","$6.85B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwi",
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","67.74","$3.54B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aaxj",
"EWZS","iShares MSCI Brazil Small-Cap ETF","12.997","$58.49M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ewzs",
"MCHI","iShares MSCI China ETF","54.39","$2.45B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mchi",
"ESGD","iShares MSCI EAFE ESG Optimized ETF","64.15","$128.3M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esgd",
"SCZ","iShares MSCI EAFE Small-Cap ETF","58.94","$8.4B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/scz",
"ESGE","iShares MSCI EM ESG Optimized ETF","64.4","$54.74M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esge",
"EEMA","iShares MSCI Emerging Markets Asia Index Fund","64.81","$359.7M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eema",
"EUFN","iShares MSCI Europe Financials Sector Index Fund","22.01","$1.17B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eufn",
"IEUS","iShares MSCI Europe Small-Cap ETF","52.7073","$126.5M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ieus",
"MPCT","iShares MSCI Global Impact ETF","56.08","$22.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mpct",
"ENZL","iShares MSCI New Zealand Capped ETF","45.87","$158.25M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enzl",
"QAT","iShares MSCI Qatar Capped ETF","17.54","$38.59M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qat",
"UAE","iShares MSCI UAE Capped ETF","17.32","$42.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uae",
"ESGU","iShares MSCI USA ESG Optimized ETF","53.5352","$5.35M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esgu",
"IBB","iShares Nasdaq Biotechnology Index Fund","296.09","$8.1B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibb",
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund","146.5","$1.05B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/soxx",
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","31.81","$47.72M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emif",
"ICLN","iShares S&P Global Clean Energy Index Fund","8.58","$84.94M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icln",
"WOOD","iShares S&P Global Timber & Forestry Index Fund","61.72","$262.93M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wood",
"INDY","iShares S&P India Nifty 50 Index Fund","34.33","$911.46M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/indy",
"ISHG","iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun","81.3899","$77.32M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ishg",
"IGOV","iShares S&P/Citigroup International Treasury Bond Fund","96.02","$662.54M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igov",
"ISRL","Isramco, Inc.","107.5","$292.15M","1983","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/isrl",
"ITI","Iteris, Inc.","5.48","$176.67M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/iti",
"ITRI","Itron, Inc.","69.95","$2.7B","1993","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/itri",
"ITRN","Ituran Location and Control Ltd.","32.05","$752.39M","2005","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/itrn",
"ITUS","ITUS Corporation","0.9313","$14.08M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/itus",
"IVENC","Ivy NextShares","99.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivenc",
"IVFGC","Ivy NextShares","99.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivfgc",
"IVFVC","Ivy NextShares","99.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivfvc",
"IXYS","IXYS Corporation","16.05","$507.36M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ixys",
"IZEA","IZEA Inc.","2.35","$13.35M","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/izea",
"JJSF","J & J Snack Foods Corp.","137","$2.56B","1986","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jjsf",
"MAYS","J. W. Mays, Inc.","33.55","$67.63M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/mays",
"JBHT","J.B. Hunt Transport Services, Inc.","89.87","$9.88B","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/jbht",
"JCOM","j2 Global, Inc.","87.04","$4.19B","1999","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcom",
"JASO","JA Solar Holdings, Co., Ltd.","6.21","$295.41M","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/jaso",
"JKHY","Jack Henry & Associates, Inc.","103.89","$8.07B","1985","Technology","EDP Services","http://www.nasdaq.com/symbol/jkhy",
"JACK","Jack In The Box Inc.","106.78","$3.14B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jack",
"JXSB","Jacksonville Bancorp Inc.","29.7501","$53.74M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/jxsb",
"JAGX","Jaguar Animal Health, Inc.","0.624","$9.01M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jagx",
"JAKK","JAKKS Pacific, Inc.","4.05","$108.84M","1996","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jakk",
"JMBA","Jamba, Inc.","7.02","$107.62M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jmba",
"JRVR","James River Group Holdings, Ltd.","39.79","$1.17B","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/jrvr",
"SGQI","Janus Henderson SG Global Quality Income ETF","28.4267","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sgqi",
"JSML","Janus Henderson Small Cap Growth Alpha ETF","33.23","$6.71M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jsml",
"JSMD","Janus Henderson Small/Mid Cap Growth Alpha ETF","33.9216","$11.94M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jsmd",
"JASN","Jason Industries, Inc.","1.36","$35.25M","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasn",
"JASNW","Jason Industries, Inc.","0.0895","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasnw",
"JAZZ","Jazz Pharmaceuticals plc","151.22","$9.08B","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jazz",
"JD","JD.com, Inc.","38.4","$54.51B","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/jd",
"JSYN","Jensyn Acquistion Corp.","10.28","$53.14M","2016","Finance","Business Services","http://www.nasdaq.com/symbol/jsyn",
"JSYNR","Jensyn Acquistion Corp.","0.3","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/jsynr",
"JSYNU","Jensyn Acquistion Corp.","10.723","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/jsynu",
"JSYNW","Jensyn Acquistion Corp.","0.23","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/jsynw",
"JBLU","JetBlue Airways Corporation","23.36","$7.79B","2002","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/jblu",
"JTPY","JetPay Corporation","1.85","$28.84M","2011","Finance","Business Services","http://www.nasdaq.com/symbol/jtpy",
"JCTCF","Jewett-Cameron Trading Company","12","$27.44M","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/jctcf",
"WYIG","JM Global Holding Company","9.9708","$65.43M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/wyig",
"WYIGU","JM Global Holding Company","10.34","$67.86M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/wyigu",
"WYIGW","JM Global Holding Company","0.33","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/wyigw",
"JMU","JMU Limited","2.0823","$170.71M","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/jmu",
"JBSS","John B. Sanfilippo & Son, Inc.","65.11","$734.52M","1991","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jbss",
"JOUT","Johnson Outdoors Inc.","46.06","$460.36M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jout",
"JNCE","Jounce Therapeutics, Inc.","16.25","$522.77M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/jnce",
"JNP","Juniper Pharmaceuticals, Inc.","5.05","$54.76M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jnp",
"JUNO","Juno Therapeutics, Inc.","23.13","$2.45B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/juno",
"KTWO","K2M Group Holdings, Inc.","23.11","$984.85M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ktwo",
"KALU","Kaiser Aluminum Corporation","86.92","$1.49B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/kalu",
"KALV","KalVista Pharmaceuticals, Inc.","7.678","$74.58M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kalv",
"KMDA","Kamada Ltd.","7.4","$269.72M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kmda",
"KNDI","Kandi Technologies Group, Inc.","4.05","$194.49M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/kndi",
"KPTI","Karyopharm Therapeutics Inc.","9.22","$434.43M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kpti",
"KAAC","Kayne Anderson Acquisition Corp.","9.74","$459.39M","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kaac",
"KAACU","Kayne Anderson Acquisition Corp.","10.049","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kaacu",
"KAACW","Kayne Anderson Acquisition Corp.","0.92","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kaacw",
"KBLMU","KBL Merger Corp. IV","10","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kblmu",
"KBSF","KBS Fashion Group Limited","2.73","$4.84M","2013","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kbsf",
"KCAP","KCAP Financial, Inc.","3.45","$128.43M","2006","n/a","n/a","http://www.nasdaq.com/symbol/kcap",
"KRNY","Kearny Financial","14.45","$1.25B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/krny",
"KELYA","Kelly Services, Inc.","22.51","$861.86M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/kelya",
"KELYB","Kelly Services, Inc.","20.18","$772.65M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/kelyb",
"KMPH","KemPharm, Inc.","3.75","$54.93M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kmph",
"KFFB","Kentucky First Federal Bancorp","9.65","$81.49M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/kffb",
"KERX","Keryx Biopharmaceuticals, Inc.","6.59","$714.8M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kerx",
"KEQU","Kewaunee Scientific Corporation","23","$62.37M","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kequ",
"KTEC","Key Technology, Inc.","12.9","$83.68M","1993","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ktec",
"KTCC","Key Tronic Corporation","6.8593","$73.8M","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ktcc",
"KFRC","Kforce, Inc.","18.65","$499.47M","1995","Technology","Professional Services","http://www.nasdaq.com/symbol/kfrc",
"KE","Kimball Electronics, Inc.","18.35","$497.78M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/ke",
"KBAL","Kimball International, Inc.","17.09","$636.53M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/kbal",
"KIN","Kindred Biosciences, Inc.","7","$163.17M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kin",
"KGJI","Kingold Jewelry Inc.","1.97","$130.06M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/kgji",
"KINS","Kingstone Companies, Inc","15.25","$162.01M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kins",
"KONE","Kingtone Wirelessinfo Solution Holding Ltd","3.69","$5.18M","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/kone",
"KNSL","Kinsale Capital Group, Inc.","36.58","$767.04M","2016","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/knsl",
"KIRK","Kirkland&#39;s, Inc.","9.55","$152M","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/kirk",
"KITE","Kite Pharma, Inc.","89.71","$5.07B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/kite",
"KTOV","Kitov Pharmaceuticals Holdings Ltd.","1.7","$13.99M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ktov",
"KTOVW","Kitov Pharmaceuticals Holdings Ltd.","0.441","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ktovw",
"KLAC","KLA-Tencor Corporation","98.55","$15.45B","1980","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/klac",
"KLXI","KLX Inc.","50.77","$2.63B","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/klxi",
"KONA","Kona Grill, Inc.","3.6","$36.36M","2005","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/kona",
